Coefficients constant [W],Coefficients T [W/K],Coefficients j [W/(A/m^2)],T_start [K],T_end [K],j_start [A/m^2],j_end [A/m^2],Area [m^2],Temperature starts,Temperature ends,Current density starts,Current density ends
841.807666, -0.827192, 0.285837, 1073.000000, 1173.000000, 2000.000000, 6000.000000, 0.210000, 1073.000000, 1173.000000, 2000.000000, 6000.000000
2807.626232, -2.797786, 0.327206, 1073.000000, 1173.000000, 6020.000000, 10000.000000, 0.210000, 1173.500000, 1273.000000, 6020.000000, 10000.000000
372.678015, -0.344039, 0.262263, 1173.500000, 1273.000000, 2000.000000, 6000.000000, 0.210000
1236.739094, -1.160672, 0.284794, 1173.500000, 1273.000000, 6020.000000, 10000.000000, 0.210000
