Coefficients constant [W],Coefficients T [W/K],Coefficients j [W/(A/m^2)],T_start [K],T_end [K],j_start [A/m^2],j_end [A/m^2],Area [m^2],Temperature starts,Temperature ends,Current density starts,Current density ends
831.723671, -2.751517, 0.456267, 313.000000, 338.000000, 1000.000000, 2500.000000, 0.210000, 313.000000, 338.000000, 1000.000000, 2500.000000
1440.684972, -5.349215, 0.546521, 313.000000, 338.000000, 2530.000000, 4000.000000, 0.210000, 338.500000, 363.000000, 2530.000000, 4000.000000
780.593111, -2.399893, 0.417660, 338.500000, 363.000000, 1000.000000, 2500.000000, 0.210000
1292.764760, -4.536151, 0.507799, 338.500000, 363.000000, 2530.000000, 4000.000000, 0.210000
