Coefficients constant [W],Coefficients T [W/K],Coefficients j [W/(A/m^2)],T_start [K],T_end [K],j_start [A/m^2],j_end [A/m^2],Area [m^2],Temperature starts,Temperature ends,Current density starts,Current density ends
346.253672, -0.358285, 0.275184, 1073.000000, 1075.500000, 2000.000000, 2100.000000, 0.210000, 1073.000000, 1075.500000, 2000.000000, 2100.000000
384.417914, -0.397775, 0.277202, 1073.000000, 1075.500000, 2120.000000, 2220.000000, 0.210000, 1076.000000, 1078.500000, 2120.000000, 2220.000000
424.407574, -0.439157, 0.279204, 1073.000000, 1075.500000, 2240.000000, 2340.000000, 0.210000, 1079.000000, 1081.500000, 2240.000000, 2340.000000
466.192736, -0.482400, 0.281191, 1073.000000, 1075.500000, 2360.000000, 2460.000000, 0.210000, 1082.000000, 1084.500000, 2360.000000, 2460.000000
509.743369, -0.527474, 0.283162, 1073.000000, 1075.500000, 2480.000000, 2580.000000, 0.210000, 1085.000000, 1087.500000, 2480.000000, 2580.000000
555.029478, -0.574348, 0.285120, 1073.000000, 1075.500000, 2600.000000, 2700.000000, 0.210000, 1088.000000, 1090.500000, 2600.000000, 2700.000000
602.021247, -0.622993, 0.287062, 1073.000000, 1075.500000, 2720.000000, 2820.000000, 0.210000, 1091.000000, 1093.500000, 2720.000000, 2820.000000
650.689166, -0.673379, 0.288992, 1073.000000, 1075.500000, 2840.000000, 2940.000000, 0.210000, 1094.000000, 1096.500000, 2840.000000, 2940.000000
701.004149, -0.725476, 0.290907, 1073.000000, 1075.500000, 2960.000000, 3060.000000, 0.210000, 1097.000000, 1099.500000, 2960.000000, 3060.000000
752.937632, -0.779256, 0.292809, 1073.000000, 1075.500000, 3080.000000, 3180.000000, 0.210000, 1100.000000, 1102.500000, 3080.000000, 3180.000000
806.461664, -0.834690, 0.294698, 1073.000000, 1075.500000, 3200.000000, 3300.000000, 0.210000, 1103.000000, 1105.500000, 3200.000000, 3300.000000
861.548983, -0.891751, 0.296574, 1073.000000, 1075.500000, 3320.000000, 3420.000000, 0.210000, 1106.000000, 1108.500000, 3320.000000, 3420.000000
918.173079, -0.950412, 0.298438, 1073.000000, 1075.500000, 3440.000000, 3540.000000, 0.210000, 1109.000000, 1111.500000, 3440.000000, 3540.000000
976.308250, -1.010647, 0.300289, 1073.000000, 1075.500000, 3560.000000, 3660.000000, 0.210000, 1112.000000, 1114.500000, 3560.000000, 3660.000000
1035.929641, -1.072431, 0.302129, 1073.000000, 1075.500000, 3680.000000, 3780.000000, 0.210000, 1115.000000, 1117.500000, 3680.000000, 3780.000000
1097.013283, -1.135740, 0.303956, 1073.000000, 1075.500000, 3800.000000, 3900.000000, 0.210000, 1118.000000, 1120.500000, 3800.000000, 3900.000000
1154.248086, -1.195073, 0.305621, 1073.000000, 1075.500000, 3920.000000, 4000.000000, 0.210000, 1121.000000, 1123.000000, 3920.000000, 4000.000000
1207.336233, -1.250111, 0.307126, 1073.000000, 1075.500000, 4020.000000, 4100.000000, 0.210000, 1123.500000, 1125.500000, 4020.000000, 4100.000000
1261.397305, -1.306164, 0.308624, 1073.000000, 1075.500000, 4120.000000, 4200.000000, 0.210000, 1126.000000, 1128.000000, 4120.000000, 4200.000000
1316.419388, -1.363222, 0.310114, 1073.000000, 1075.500000, 4220.000000, 4300.000000, 0.210000, 1128.500000, 1130.500000, 4220.000000, 4300.000000
1372.391017, -1.421271, 0.311596, 1073.000000, 1075.500000, 4320.000000, 4400.000000, 0.210000, 1131.000000, 1133.000000, 4320.000000, 4400.000000
1429.301174, -1.480302, 0.313070, 1073.000000, 1075.500000, 4420.000000, 4500.000000, 0.210000, 1133.500000, 1135.500000, 4420.000000, 4500.000000
1487.139285, -1.540303, 0.314538, 1073.000000, 1075.500000, 4520.000000, 4600.000000, 0.210000, 1136.000000, 1138.000000, 4520.000000, 4600.000000
